2	8983494.425	331.150	0.374	0.000
4	6625078.002	2358698.633	0.456	0.083
8	5048775.300	2945922.139	0.529	0.123    
16	4003956.679	3127906.068	0.590	0.150
32	3285963.189	3144699.581	0.640	0.167
        
